x,y,z
3.56411,-9.34314,93.6001
3.73959,-9.27433,93.7001
3.91374,-9.20224,93.8
4.08649,-9.12689,93.9
4.25779,-9.04832,94
4.42758,-8.96654,94.0999
4.59579,-8.88158,94.1999
4.76237,-8.79346,94.2998
4.92726,-8.7022,94.3998
5.0904,-8.60783,94.4998
5.25173,-8.51036,94.5998
5.4112,-8.40983,94.6998
5.56875,-8.30625,94.7998
5.72432,-8.19964,94.8999
5.87785,-8.09003,95.0001
6.02929,-7.97747,95.1003
6.17858,-7.86205,95.2004
6.32568,-7.74385,95.3006
6.47054,-7.62296,95.4008
6.6131,-7.49946,95.5009
6.75331,-7.37344,95.6009
6.89113,-7.24499,95.7008
7.02649,-7.11419,95.8006
7.15936,-6.98113,95.9003
7.28969,-6.84589,95.9998
7.41741,-6.70847,96.0991
7.5425,-6.56878,96.1984
7.66491,-6.42672,96.2978
7.7846,-6.28218,96.3972
7.90152,-6.13506,96.4968
8.01565,-5.98525,96.5967
8.12693,-5.83266,96.6969
8.23532,-5.67717,96.7976
8.34078,-5.51869,96.8988
8.44328,-5.35711,97.0006
8.54277,-5.19261,97.103
8.63922,-5.02576,97.2056
8.7326,-4.85723,97.3081
8.82288,-4.68764,97.4103
8.91004,-4.51765,97.5118
8.99403,-4.3479,97.6123
9.07483,-4.17902,97.7116
9.1524,-4.01166,97.8092
9.22672,-3.84647,97.905
9.29776,-3.68407,97.9985
9.36549,-3.52433,98.0899
9.42989,-3.36538,98.1803
9.49094,-3.20509,98.2707
9.54861,-3.04136,98.3624
9.6029,-2.87209,98.4564
9.65379,-2.69515,98.554
9.70124,-2.50845,98.6562
9.74526,-2.30986,98.7644
9.78581,-2.09729,98.8795
9.82287,-1.86862,99.0028
9.85644,-1.62403,99.1341
9.8865,-1.37045,99.2699
9.91305,-1.11607,99.4059
9.93608,-0.869055,99.5377
9.95559,-0.637599,99.661
9.97156,-0.42988,99.7716
9.98399,-0.254079,99.865
9.99288,-0.118378,99.9371
9.99822,-0.0309581,99.9836
10,-7.54952e-15,100
